,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker,ticker
280,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR,DGWR
281,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY,DIFTY
282,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF,DIGAF
283,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP,DIGP
284,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV,DIRV
285,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF,DJACF
286,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY,DKILY
287,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY,DLAKY
288,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ,DLTZ
289,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF,DMCAF
290,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY,DMLRY
291,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF,DMNXF
292,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY,DMZPY
293,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD,DNAD
294,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF,DNBHF
295,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY,DNHBY
296,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY,DNKEY
297,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY,DNPLY
298,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY,DNZOY
299,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY,DPSGY
